OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,price_to_cart_ratio,order_month,has_coupon,discount_tier,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200275,2023-11-04,C80735,2,65.07,360 Main St,TRK99880231,4,SAVE10,130.14,16.2675,11,1,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200276,2025-03-29,C99050,2,600.57,654 Main St,TRK56927089,3,WINTER15,1201.14,200.19000000000003,3,1,15.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
ORD200277,2024-09-09,C11210,5,90.92,910 Main St,TRK44929965,9,SAVE10,454.6,10.102222222222222,9,1,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ORD200278,2024-11-18,C46015,5,362.46,299 Main St,TRK46598430,6,FREESHIP,1812.3,60.41,11,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD200279,2023-10-20,C69167,3,55.01,263 Main St,TRK12425655,7,WINTER15,165.03,7.8585714285714285,10,1,15.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ORD200280,2023-03-27,C55388,3,404.62,740 Main St,TRK75741001,6,FREESHIP,1213.86,67.43666666666667,3,1,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
ORD200281,2023-07-27,C87181,4,654.79,195 Main St,TRK60093390,9,MISSING,2619.16,72.75444444444445,7,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ORD200282,2025-04-22,C30411,4,637.79,375 Main St,TRK71810536,9,FREESHIP,2551.16,70.86555555555555,4,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ORD200283,2025-02-28,C39638,4,540.33,990 Main St,TRK69745608,6,MISSING,2161.32,90.055,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ORD200284,2023-02-16,C27203,5,208.17,516 Main St,TRK22023906,6,SAVE10,1040.85,34.695,2,1,10.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ORD200285,2025-06-10,C67583,1,338.31,974 Main St,TRK93281700,3,MISSING,338.31,112.77,6,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ORD200286,2025-04-07,C70554,3,139.45,187 Main St,TRK61086952,8,WINTER15,418.35,17.43125,4,1,15.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
ORD200287,2023-11-24,C70437,4,655.18,630 Main St,TRK26628830,5,MISSING,2620.72,131.036,11,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ORD200288,2023-03-12,C97643,4,512.75,537 Main St,TRK60831391,8,WINTER15,2051.0,64.09375,3,1,15.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ORD200289,2023-07-26,C17136,4,160.49,333 Main St,TRK55362541,8,WINTER15,641.96,20.06125,7,1,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ORD200290,2023-05-05,C24901,3,99.9,258 Main St,TRK14029489,8,FREESHIP,299.7,12.4875,5,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ORD200291,2024-05-12,C61521,2,345.01,670 Main St,TRK93676567,6,FREESHIP,690.02,57.501666666666665,5,1,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ORD200292,2025-01-15,C39639,1,65.95,185 Main St,TRK31042152,5,MISSING,65.95,13.190000000000001,1,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ORD200293,2023-02-16,C33220,4,463.04,564 Main St,TRK40450219,9,MISSING,1852.16,51.44888888888889,2,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
ORD200294,2025-04-01,C65414,2,297.71,208 Main St,TRK67562517,7,SAVE10,595.42,42.529999999999994,4,1,10.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200295,2023-01-25,C49009,5,107.48,278 Main St,TRK46285799,9,FREESHIP,537.4,11.942222222222222,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ORD200296,2024-06-19,C48453,5,638.8,434 Main St,TRK52110494,10,WINTER15,3194.0,63.879999999999995,6,1,15.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORD200297,2023-02-22,C68078,2,493.88,252 Main St,TRK64862812,7,SAVE10,987.76,70.55428571428571,2,1,10.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ORD200298,2023-12-19,C19402,4,301.17,267 Main St,TRK97825212,6,MISSING,1204.68,50.195,12,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD200299,2024-01-20,C30711,1,278.66,856 Main St,TRK42696593,2,FREESHIP,278.66,139.33,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ORD200300,2024-09-02,C39000,1,287.46,894 Main St,TRK33753945,3,FREESHIP,287.46,95.82,9,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
ORD200301,2023-05-11,C31105,1,583.99,726 Main St,TRK40149095,2,SAVE10,583.99,291.995,5,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD200302,2023-05-16,C29432,3,468.74,121 Main St,TRK44142517,4,FREESHIP,1406.22,117.185,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200303,2024-12-07,C48531,1,30.54,368 Main St,TRK95462192,1,MISSING,30.54,30.54,12,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
ORD200304,2024-10-18,C86762,5,408.73,326 Main St,TRK75686292,10,FREESHIP,2043.65,40.873000000000005,10,1,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ORD200305,2023-11-25,C63822,4,126.89,235 Main St,TRK59353216,9,FREESHIP,507.56,14.098888888888888,11,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200306,2024-06-07,C70495,2,57.07,238 Main St,TRK65511225,3,SAVE10,114.14,19.023333333333333,6,1,10.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
ORD200307,2023-07-01,C92407,3,557.41,135 Main St,TRK11755610,4,MISSING,1672.23,139.3525,7,0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200308,2023-12-11,C75888,3,448.9,790 Main St,TRK98467398,7,SAVE10,1346.7,64.12857142857142,12,1,10.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
ORD200309,2023-10-03,C63153,4,549.76,625 Main St,TRK38033305,4,FREESHIP,2199.04,137.44,10,1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ORD200310,2024-02-24,C85863,3,132.48,968 Main St,TRK16094218,4,MISSING,397.44,33.12,2,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
ORD200311,2025-05-17,C71698,5,489.37,274 Main St,TRK34786818,8,MISSING,2446.85,61.17125,5,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200312,2025-05-24,C35397,5,66.31,579 Main St,TRK64742535,7,FREESHIP,331.55,9.472857142857142,5,1,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
ORD200313,2023-07-09,C67687,2,434.3,978 Main St,TRK22838735,7,SAVE10,868.6,62.042857142857144,7,1,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD200314,2023-10-04,C29931,4,153.09,540 Main St,TRK48712417,4,FREESHIP,612.36,38.2725,10,1,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ORD200315,2025-05-12,C59139,5,91.67,301 Main St,TRK45507090,9,FREESHIP,458.35,10.185555555555556,5,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ORD200316,2023-10-02,C66078,4,275.28,101 Main St,TRK86474559,9,WINTER15,1101.12,30.586666666666662,10,1,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
ORD200317,2023-04-10,C88370,2,139.95,339 Main St,TRK22575151,5,MISSING,279.9,27.99,4,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200318,2024-07-27,C93375,3,148.72,317 Main St,TRK95706967,7,SAVE10,446.16,21.245714285714286,7,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200319,2023-12-02,C53049,2,563.06,413 Main St,TRK48974907,6,MISSING,1126.12,93.84333333333332,12,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ORD200320,2024-12-19,C55590,1,625.51,772 Main St,TRK48792951,1,FREESHIP,625.51,625.51,12,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
ORD200321,2023-08-09,C47086,4,152.29,135 Main St,TRK44194358,6,WINTER15,609.16,25.381666666666664,8,1,15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200322,2024-06-14,C48646,5,231.82,339 Main St,TRK18233748,6,SAVE10,1159.1,38.63666666666666,6,1,10.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ORD200323,2025-01-26,C29416,1,150.17,414 Main St,TRK63820842,1,SAVE10,150.17,150.17,1,1,10.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
ORD200324,2024-06-13,C13525,3,70.93,847 Main St,TRK70193221,5,MISSING,212.79,14.186000000000002,6,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
ORD200325,2023-06-29,C53545,3,361.39,665 Main St,TRK61123177,8,MISSING,1084.17,45.17375,6,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ORD200326,2024-07-01,C65986,5,670.48,273 Main St,TRK98353867,5,SAVE10,3330.4075,134.096,7,1,10.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
ORD200327,2023-07-25,C17302,1,359.99,385 Main St,TRK43940016,5,SAVE10,359.99,71.998,7,1,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD200328,2023-02-28,C18404,5,674.04,546 Main St,TRK89401624,7,SAVE10,3330.4075,96.29142857142857,2,1,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ORD200329,2024-12-25,C88371,4,283.16,306 Main St,TRK63224811,6,MISSING,1132.64,47.193333333333335,12,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
ORD200330,2024-06-02,C38068,5,260.53,532 Main St,TRK54059198,5,SAVE10,1302.65,52.105999999999995,6,1,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD200331,2023-04-15,C78724,3,422.13,187 Main St,TRK25703134,7,SAVE10,1266.39,60.30428571428571,4,1,10.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
ORD200332,2024-07-03,C26163,5,125.02,607 Main St,TRK67499316,9,SAVE10,625.1,13.89111111111111,7,1,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
ORD200333,2024-04-16,C87124,1,198.51,818 Main St,TRK52086740,5,WINTER15,198.51,39.702,4,1,15.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ORD200334,2024-03-26,C90348,4,224.75,728 Main St,TRK20635777,7,WINTER15,899.0,32.107142857142854,3,1,15.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
ORD200335,2025-03-03,C58721,3,205.86,978 Main St,TRK34801199,4,MISSING,617.58,51.465,3,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
ORD200336,2023-12-29,C88174,1,18.2,441 Main St,TRK10143345,4,SAVE10,18.2,4.55,12,1,10.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ORD200337,2023-05-29,C77763,3,502.77,599 Main St,TRK66980447,8,WINTER15,1508.31,62.84625,5,1,15.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
ORD200338,2023-11-08,C53627,5,305.49,704 Main St,TRK64112352,10,MISSING,1527.45,30.549,11,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ORD200339,2024-04-10,C84563,2,236.33,398 Main St,TRK62422797,3,SAVE10,472.66,78.77666666666667,4,1,10.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
ORD200340,2023-04-23,C76207,5,521.25,826 Main St,TRK25569378,8,MISSING,2606.25,65.15625,4,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORD200341,2024-09-23,C94671,1,167.15,293 Main St,TRK61357272,5,WINTER15,167.15,33.43,9,1,15.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
ORD200342,2025-06-24,C69994,5,466.42,619 Main St,TRK95935805,5,MISSING,2332.1,93.284,6,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ORD200343,2023-02-26,C64638,1,527.57,919 Main St,TRK64087938,3,FREESHIP,527.57,175.85666666666668,2,1,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
ORD200344,2025-03-06,C95623,3,623.34,248 Main St,TRK67558189,3,SAVE10,1870.02,207.78,3,1,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ORD200345,2023-12-07,C24751,5,501.26,259 Main St,TRK37285406,10,FREESHIP,2506.3,50.126,12,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
ORD200346,2024-12-06,C31764,1,655.09,876 Main St,TRK44680433,6,MISSING,655.09,109.18166666666667,12,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ORD200347,2024-02-03,C83556,4,264.79,380 Main St,TRK21109187,5,SAVE10,1059.16,52.958000000000006,2,1,10.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
ORD200348,2024-03-13,C24369,3,359.73,885 Main St,TRK72633998,7,FREESHIP,1079.19,51.39,3,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ORD200349,2023-11-30,C39648,1,465.33,824 Main St,TRK56016905,2,FREESHIP,465.33,232.665,11,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
ORD200350,2023-06-03,C13296,2,54.41,495 Main St,TRK60127216,6,MISSING,108.82,9.068333333333333,6,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ORD200351,2025-02-15,C94248,1,64.66,494 Main St,TRK89406816,4,MISSING,64.66,16.165,2,0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD200352,2023-08-31,C26637,5,173.96,995 Main St,TRK59546992,8,WINTER15,869.8,21.745,8,1,15.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ORD200353,2025-03-28,C16012,1,630.82,171 Main St,TRK15195225,5,FREESHIP,630.82,126.16400000000002,3,1,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
ORD200354,2023-07-11,C31772,1,693.41,992 Main St,TRK11970357,4,MISSING,693.41,173.3525,7,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ORD200355,2025-06-03,C18353,3,433.33,677 Main St,TRK78766533,4,FREESHIP,1299.99,108.3325,6,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ORD200356,2023-05-06,C26966,5,374.58,907 Main St,TRK83889574,10,FREESHIP,1872.9,37.458,5,1,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ORD200357,2023-07-08,C74982,5,408.56,398 Main St,TRK98700702,8,FREESHIP,2042.8,51.07,7,1,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ORD200358,2024-04-07,C70633,2,183.67,747 Main St,TRK82540521,3,SAVE10,367.34,61.22333333333333,4,1,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ORD200359,2023-06-09,C95643,4,606.57,303 Main St,TRK23286689,5,WINTER15,2426.28,121.31400000000001,6,1,15.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ORD200360,2024-06-06,C53810,4,589.57,779 Main St,TRK34630612,8,MISSING,2358.28,73.69625,6,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200361,2024-06-29,C53464,5,659.85,197 Main St,TRK32743531,9,SAVE10,3299.25,73.31666666666666,6,1,10.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
ORD200362,2023-06-27,C53697,4,206.84,312 Main St,TRK60476656,5,WINTER15,827.36,41.368,6,1,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD200363,2024-05-24,C31668,5,113.87,871 Main St,TRK42584392,6,SAVE10,569.35,18.978333333333335,5,1,10.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ORD200364,2023-11-24,C85282,5,628.74,740 Main St,TRK86767206,9,FREESHIP,3143.7,69.86,11,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ORD200365,2025-02-14,C56796,1,678.38,607 Main St,TRK74263180,4,SAVE10,678.38,169.595,2,1,10.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ORD200366,2023-02-10,C95213,3,602.24,603 Main St,TRK40630538,8,MISSING,1806.72,75.28,2,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
ORD200367,2024-04-25,C13108,5,658.77,712 Main St,TRK82284400,10,FREESHIP,3293.85,65.877,4,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD200368,2023-05-01,C85322,3,271.02,403 Main St,TRK89728869,6,MISSING,813.06,45.169999999999995,5,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200369,2024-12-22,C43545,5,375.25,216 Main St,TRK73937402,9,SAVE10,1876.25,41.69444444444444,12,1,10.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ORD200370,2025-05-03,C80649,1,312.11,870 Main St,TRK41143313,4,WINTER15,312.11,78.0275,5,1,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200371,2023-01-05,C59752,5,307.76,179 Main St,TRK82229639,9,FREESHIP,1538.8,34.19555555555556,1,1,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
ORD200372,2025-02-14,C53645,3,483.53,166 Main St,TRK12123939,4,MISSING,1450.59,120.8825,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ORD200373,2023-01-02,C60178,3,341.15,969 Main St,TRK84505143,4,FREESHIP,1023.45,85.2875,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200374,2024-09-16,C20286,1,571.9,129 Main St,TRK67648338,1,WINTER15,571.9,571.9,9,1,15.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ORD200375,2025-01-16,C87547,4,95.03,400 Main St,TRK71027262,8,FREESHIP,380.12,11.87875,1,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ORD200376,2023-08-24,C64549,5,201.22,341 Main St,TRK20788231,6,FREESHIP,1006.1,33.53666666666667,8,1,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
ORD200377,2024-07-22,C24884,1,260.26,625 Main St,TRK44538419,5,WINTER15,260.26,52.052,7,1,15.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
ORD200378,2024-02-01,C62666,5,64.5,148 Main St,TRK91029390,8,WINTER15,322.5,8.0625,2,1,15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ORD200379,2024-09-21,C47284,3,297.67,500 Main St,TRK85756094,6,MISSING,893.01,49.61166666666667,9,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
ORD200380,2024-04-20,C35355,4,331.9,127 Main St,TRK52935059,5,SAVE10,1327.6,66.38,4,1,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200381,2023-06-07,C29467,1,191.76,223 Main St,TRK98103385,1,FREESHIP,191.76,191.76,6,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ORD200382,2025-01-30,C26718,4,263.09,272 Main St,TRK91702525,8,SAVE10,1052.36,32.88625,1,1,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
ORD200383,2023-01-20,C18944,4,393.8,837 Main St,TRK45275439,7,SAVE10,1575.2,56.25714285714286,1,1,10.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ORD200384,2024-11-24,C35628,3,553.57,147 Main St,TRK45688220,4,FREESHIP,1660.71,138.3925,11,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ORD200385,2023-10-31,C56851,5,191.63,752 Main St,TRK65290904,6,FREESHIP,958.15,31.938333333333333,10,1,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ORD200386,2023-04-28,C12421,1,93.02,373 Main St,TRK32588504,4,MISSING,93.02,23.255,4,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
ORD200387,2024-06-27,C25316,2,39.53,904 Main St,TRK55423551,3,WINTER15,79.06,13.176666666666668,6,1,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
ORD200388,2023-12-28,C22657,3,633.97,152 Main St,TRK49157047,7,WINTER15,1901.91,90.56714285714285,12,1,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
ORD200389,2023-12-17,C29703,4,697.5,558 Main St,TRK40543461,7,FREESHIP,2790.0,99.64285714285714,12,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ORD200390,2023-07-14,C55996,5,508.69,885 Main St,TRK30547638,10,FREESHIP,2543.45,50.869,7,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ORD200391,2025-01-16,C60037,2,527.46,516 Main St,TRK82009557,3,FREESHIP,1054.92,175.82000000000002,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORD200392,2024-02-28,C95100,1,627.2,197 Main St,TRK47366265,1,WINTER15,627.2,627.2,2,1,15.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ORD200393,2024-07-14,C39906,1,75.01,921 Main St,TRK24632134,3,MISSING,75.01,25.003333333333334,7,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
ORD200394,2023-07-05,C70148,5,529.55,359 Main St,TRK34848650,10,MISSING,2647.75,52.955,7,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
ORD200395,2025-04-25,C30010,3,127.41,830 Main St,TRK35386084,7,SAVE10,382.23,18.201428571428572,4,1,10.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ORD200396,2023-12-01,C99217,5,287.13,778 Main St,TRK82004594,10,SAVE10,1435.65,28.713,12,1,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ORD200397,2023-09-28,C30184,1,427.06,987 Main St,TRK86674704,1,WINTER15,427.06,427.06,9,1,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORD200398,2024-09-04,C50275,5,53.93,729 Main St,TRK98925264,7,SAVE10,269.65,7.704285714285715,9,1,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ORD200399,2024-01-07,C64641,5,423.93,319 Main St,TRK32012588,5,FREESHIP,2119.65,84.786,1,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
ORD200400,2024-09-28,C56266,4,160.22,304 Main St,TRK60088901,9,WINTER15,640.88,17.802222222222223,9,1,15.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
ORD200401,2025-04-09,C98635,1,538.68,197 Main St,TRK14225465,6,MISSING,538.68,89.77999999999999,4,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
ORD200402,2023-04-09,C83026,5,337.38,858 Main St,TRK79746259,5,MISSING,1686.9,67.476,4,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
ORD200403,2024-11-10,C28893,1,620.21,740 Main St,TRK98333066,1,FREESHIP,620.21,620.21,11,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
ORD200404,2023-03-09,C45482,2,99.1,440 Main St,TRK54571699,6,MISSING,198.2,16.516666666666666,3,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ORD200405,2025-01-26,C97774,4,451.97,603 Main St,TRK64664424,7,WINTER15,1807.88,64.56714285714285,1,1,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ORD200406,2023-12-10,C11657,4,66.1,572 Main St,TRK50284486,9,WINTER15,264.4,7.344444444444444,12,1,15.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200407,2023-08-13,C85993,4,547.32,250 Main St,TRK72547640,8,FREESHIP,2189.28,68.415,8,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ORD200408,2025-01-01,C11906,3,412.53,536 Main St,TRK31140158,6,WINTER15,1237.59,68.755,1,1,15.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
ORD200409,2023-06-28,C45187,5,84.13,767 Main St,TRK12320793,9,SAVE10,420.65,9.347777777777777,6,1,10.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ORD200410,2024-01-18,C37375,2,518.23,184 Main St,TRK52470162,5,MISSING,1036.46,103.646,1,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ORD200411,2024-06-19,C66567,2,39.51,981 Main St,TRK21174822,5,MISSING,79.02,7.901999999999999,6,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ORD200412,2025-04-11,C42451,5,133.01,246 Main St,TRK31313343,10,MISSING,665.05,13.300999999999998,4,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
ORD200413,2023-10-08,C13923,1,118.8,123 Main St,TRK87598790,6,SAVE10,118.8,19.8,10,1,10.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
